user,total_pos_rating,total_neg_rating,total_pos_pur,total_neg_pur
3939,349012,82444,285942,145514
3940,349032,82456,285948,145540
3941,349071,82464,285987,145548
3942,349096,82469,286014,145551
3943,349112,82475,286029,145558
3944,349145,82484,286038,145591
3945,349198,82494,286096,145596
3946,349199,82494,286096,145597
3947,349429,82552,286285,145696
3948,349474,82559,286337,145696
3949,349492,82563,286345,145710
3950,349839,82650,286612,145877
3951,349916,82662,286681,145897
3952,350070,82698,286802,145966
3953,350115,82710,286833,145992
3954,350124,82711,286841,145994
3955,350183,82721,286905,145999
3956,350223,82737,286956,146004
3957,350234,82738,286966,146006
3958,350272,82753,287018,146007
3959,350427,82792,287132,146087
3960,350454,82795,287148,146101
3961,350593,82840,287271,146162
3962,350603,82842,287273,146172
3963,350687,82854,287344,146197
3964,350701,82860,287352,146209
3965,350715,82862,287356,146221
3966,350723,82863,287362,146224
3967,350728,82864,287368,146224
3968,350821,82881,287435,146267
3969,350893,82892,287501,146284
3970,350900,82894,287504,146290
3971,351036,82932,287611,146357
3972,351058,82937,287624,146371
3973,351069,82940,287629,146380
3974,351077,82941,287633,146385
3975,351113,82948,287667,146394
3976,351175,82962,287717,146420
3977,351191,82968,287730,146429
3978,351217,82975,287746,146446
3979,351252,82985,287778,146459
3980,351256,82985,287781,146460
3981,351256,82985,287781,146460
3982,351503,83036,287970,146569
3983,351544,83047,287993,146598
3984,351596,83055,288051,146600
3985,351627,83067,288071,146623
3986,351641,83072,288076,146637
3987,351673,83080,288109,146644
3988,351682,83082,288115,146649
3989,351682,83082,288115,146649
3990,351702,83088,288129,146661
3991,351743,83097,288171,146669
3992,351760,83104,288179,146685
3993,351818,83114,288244,146688
3994,351835,83118,288257,146696
3995,351864,83121,288273,146712
3996,351875,83125,288282,146718
3997,352035,83165,288407,146793
3998,352058,83169,288422,146805
3999,352115,83181,288487,146809
4000,352123,83186,288496,146813
4001,352123,83186,288496,146813
4002,352198,83197,288565,146830
4003,352199,83201,288565,146835
4004,352332,83232,288668,146896
4005,352358,83249,288685,146922
4006,352425,83258,288746,146937
4007,352432,83258,288751,146939
4008,352612,83296,288888,147020
4009,352612,83296,288888,147020
4010,352661,83303,288943,147021
4011,352711,83308,288994,147025
4012,352757,83316,289048,147025
4013,352768,83321,289058,147031
4014,353113,83391,289318,147186
4015,353157,83399,289370,147186
4016,353170,83402,289380,147192
4017,353181,83407,289388,147200
4018,353225,83411,289427,147209
4019,353248,83415,289442,147221
4020,353266,83422,289445,147243
4021,353307,83433,289467,147273
4022,353340,83437,289479,147298
4023,353380,83450,289531,147299
4024,353412,83457,289564,147305
4025,353413,83457,289565,147305
4026,353476,83464,289619,147321
4027,353703,83520,289796,147427
4028,353708,83523,289800,147431
4029,354015,83596,290057,147554
4030,354045,83599,290077,147567
4031,354090,83608,290111,147587
4032,354127,83622,290161,147588
4033,354145,83623,290176,147592
4034,354151,83624,290181,147594
4035,354350,83683,290333,147700
4036,354372,83686,290352,147706
4037,354707,83775,290627,147855
4038,354715,83778,290631,147862
4039,354717,83778,290632,147863
4040,354853,83808,290747,147914
4041,354893,83820,290780,147933
4042,354900,83824,290789,147935
4043,354909,83825,290796,147938
4044,354912,83825,290797,147940
4045,354935,83832,290816,147951
4046,354936,83833,290817,147952
4047,355017,83846,290888,147975
4048,355135,83869,290978,148026
4049,355175,83878,291020,148033
4050,355175,83878,291020,148033
4051,355208,83884,291053,148039
4052,355263,83891,291089,148065
4053,355318,83903,291139,148082
4054,355366,83914,291178,148102
4055,355373,83916,291185,148104
4056,355474,83938,291305,148107
4057,355480,83938,291309,148109
4058,355494,83940,291314,148120
4059,355705,83994,291468,148231
4060,355885,84040,291617,148308
4061,355927,84050,291660,148317
4062,356109,84093,291804,148398
4063,356239,84121,291907,148453
4064,356309,84132,291974,148467
4065,356329,84137,291990,148476
4066,356386,84148,292055,148479
4067,356501,84166,292142,148525
4068,356631,84194,292237,148588
4069,356638,84195,292244,148589
4070,356671,84201,292266,148606
4071,356958,84278,292492,148744
4072,357142,84330,292642,148830
4073,357374,84384,292830,148928
4074,357594,84431,293015,149010
4075,357601,84432,293020,149013
4076,357601,84432,293020,149013
4077,357873,84494,293220,149147
4078,358038,84540,293404,149174
4079,358367,84609,293652,149324
4080,358607,84666,293845,149428
4081,358614,84672,293848,149438
4082,358795,84718,293982,149531
4083,358815,84723,293995,149543
4084,358822,84723,294000,149545
4085,358823,84723,294001,149545
4086,358955,84758,294103,149610
4087,358955,84758,294103,149610
4088,359004,84763,294153,149614
4089,359071,84773,294221,149623
4090,359095,84777,294249,149623
4091,359100,84780,294252,149628
4092,359256,84810,294370,149696
4093,359579,84879,294625,149833
4094,359596,84886,294637,149845
4095,359725,84919,294742,149902
4096,359752,84924,294758,149918
4097,359760,84926,294766,149920
4098,360072,84987,294996,150063
4099,360206,85025,295151,150080
4100,360219,85031,295165,150085
4101,360331,85054,295257,150128
4102,360546,85108,295423,150231
4103,360592,85116,295476,150232
4104,360752,85155,295593,150314
4105,360765,85160,295600,150325
4106,360786,85169,295611,150344
4107,360943,85207,295732,150418
4108,361133,85253,295878,150508
4109,361303,85291,296007,150587
4110,361303,85291,296007,150587
4111,361343,85303,296058,150588
4112,361494,85335,296180,150649
4113,361506,85338,296186,150658
4114,361553,85346,296241,150658
4115,361714,85381,296359,150736
4116,361763,85392,296417,150738
4117,361817,85399,296472,150744
4118,361861,85409,296524,150746
4119,361867,85410,296528,150749
4120,362096,85466,296714,150848
4121,362100,85467,296714,150853
4122,362145,85478,296768,150855
4123,362146,85478,296769,150855
4124,362302,85501,296936,150867
4125,362490,85555,297098,150947
4126,362714,85619,297274,151059
4127,362949,85690,297450,151189
4128,362956,85692,297451,151197
4129,363196,85742,297637,151301
4130,363252,85751,297699,151304
4131,363350,85766,297801,151315
4132,363351,85766,297801,151316
4133,363683,85851,298059,151475
4134,363733,85856,298110,151479
4135,363924,85915,298267,151572
4136,364238,86008,298506,151740
4137,364247,86009,298507,151749
4138,364294,86014,298556,151752
4139,364476,86071,298699,151848
4140,364493,86074,298704,151863
4141,364748,86128,298899,151977
4142,364797,86139,298957,151979
4143,364950,86174,299082,152042
4144,365114,86217,299214,152117
4145,365247,86248,299325,152170
4146,365284,86265,299349,152200
4147,365312,86272,299379,152205
4148,365327,86275,299387,152215
4149,365440,86310,299469,152281
4150,365652,86368,299622,152398
4151,365669,86370,299625,152414
4152,365673,86372,299630,152415
4153,365673,86372,299630,152415
4154,365683,86375,299634,152424
4155,365970,86433,299843,152560
4156,365972,86433,299844,152561
4157,366001,86441,299875,152567
4158,366041,86454,299908,152587
4159,366052,86459,299909,152602
4160,366383,86546,300180,152749
4161,366411,86552,300210,152753
4162,366632,86602,300383,152851
4163,366675,86618,300440,152853
4164,366997,86703,300710,152990
4165,367001,86704,300715,152990
4166,367149,86745,300860,153034
4167,367174,86749,300879,153044
4168,367177,86750,300881,153046
4169,367179,86752,300883,153048
4170,367194,86757,300889,153062
4171,367201,86761,300896,153066
4172,367229,86764,300914,153079
4173,367250,86769,300930,153089
4174,367478,86824,301102,153200
4175,367551,86837,301149,153239
4176,367761,86890,301309,153342
4177,368101,86966,301581,153486
4178,368144,86976,301633,153487
4179,368199,86989,301691,153497
4180,368279,87001,301761,153519
4181,368317,87014,301811,153520
4182,368348,87022,301826,153544
4183,368351,87024,301828,153547
4184,368402,87031,301861,153572
4185,368410,87032,301867,153575
4186,368488,87046,301948,153586
4187,368492,87046,301951,153587
4188,368806,87118,302193,153731
4189,368938,87160,302290,153808
4190,368950,87165,302301,153814
4191,369016,87174,302366,153824
4192,369026,87176,302367,153835
4193,369051,87182,302376,153857
4194,369070,87185,302391,153864
4195,369079,87185,302399,153865
4196,369090,87187,302405,153872
4197,369101,87188,302414,153875
4198,369111,87193,302420,153884
4199,369117,87193,302426,153884
4200,369117,87193,302426,153884
4201,369124,87193,302427,153890
4202,369465,87280,302697,154048
4203,369789,87363,302934,154218
4204,369873,87382,303016,154239
4205,370185,87455,303268,154372
4206,370485,87528,303488,154525
4207,370542,87537,303537,154542
4208,370892,87642,303806,154728
4209,370931,87647,303833,154745
4210,371005,87662,303903,154764
4211,371047,87671,303946,154772
4212,371292,87727,304138,154881
4213,371306,87732,304144,154894
4214,371363,87745,304189,154919
4215,371390,87754,304208,154936
4216,371429,87767,304232,154964
4217,371459,87769,304248,154980
4218,371476,87779,304265,154990
4219,371599,87816,304392,155023
4220,371838,87888,304575,155151
4221,371860,87891,304590,155161
4222,371907,87895,304627,155175
4223,371913,87898,304631,155180
4224,371915,87898,304633,155180
4225,371922,87902,304634,155190
4226,371944,87906,304646,155204
4227,371959,87910,304662,155207
4228,371998,87919,304699,155218
4229,372302,87998,304964,155336
4230,372333,88004,304983,155354
4231,372374,88014,305020,155368
4232,372377,88015,305022,155370
4233,372378,88015,305022,155371
4234,372426,88019,305070,155375
4235,372436,88024,305072,155388
4236,372444,88026,305076,155394
4237,372477,88033,305109,155401
4238,372602,88079,305211,155470
4239,372611,88079,305217,155473
4240,372615,88079,305220,155474
4241,372618,88079,305223,155474
4242,372818,88130,305379,155569
4243,372876,88142,305446,155572
4244,372901,88149,305465,155585
4245,373027,88177,305559,155645
4246,373187,88223,305690,155720
4247,373242,88238,305752,155728
4248,373421,88273,305881,155813
4249,373427,88273,305887,155813
4250,373446,88279,305891,155834
4251,373469,88282,305901,155850
4252,373773,88353,306166,155960
4253,373798,88358,306184,155972
4254,373811,88360,306192,155979
4255,373871,88370,306257,155984
4256,374221,88456,306541,156136
4257,374227,88460,306542,156145
4258,374501,88525,306791,156235
4259,374514,88529,306797,156246
4260,374552,88535,306824,156263
4261,374554,88536,306827,156263
4262,374570,88540,306833,156277
4263,374618,88551,306891,156278
4264,374628,88555,306902,156281
4265,374931,88623,307127,156427
4266,374933,88625,307127,156431
4267,374948,88627,307136,156439
4268,375021,88642,307206,156457
4269,375041,88646,307210,156477
4270,375076,88661,307259,156478
4271,375105,88667,307288,156484
4272,375145,88675,307328,156492
4273,375280,88703,307425,156558
4274,375286,88703,307430,156559
4275,375358,88717,307505,156570
4276,375403,88721,307553,156571
4277,375444,88730,307586,156588
4278,375729,88798,307848,156679
4279,375846,88814,307973,156687
4280,375951,88843,308059,156735
4281,376006,88850,308115,156741
4282,376014,88852,308121,156745
4283,376018,88853,308126,156745
4284,376119,88876,308247,156748
4285,376146,88883,308265,156764
4286,376168,88884,308277,156775
4287,376294,88912,308378,156828
4288,376299,88912,308381,156830
4289,376323,88915,308396,156842
4290,376324,88916,308398,156842
4291,376526,88964,308553,156937
4292,376553,88971,308581,156943
4293,376584,88974,308605,156953
4294,376592,88977,308608,156961
4295,376616,88981,308622,156975
4296,376973,89065,308890,157148
4297,376999,89074,308911,157162
4298,377027,89080,308941,157166
4299,377069,89088,308991,157166
4300,377395,89153,309242,157306
4301,377410,89157,309252,157315
4302,377451,89171,309283,157339
4303,377646,89210,309425,157431
4304,377679,89216,309444,157451
4305,377691,89220,309455,157456
4306,377763,89233,309529,157467
4307,377918,89270,309649,157539
4308,378087,89316,309788,157615
4309,378119,89324,309801,157642
4310,378444,89422,310042,157824
4311,378467,89429,310052,157844
4312,378700,89484,310225,157959
4313,378723,89489,310235,157977
4314,378726,89489,310237,157978
4315,378931,89527,310397,158061
4316,379259,89595,310660,158194
4317,379265,89598,310662,158201
4318,379306,89608,310700,158214
4319,379365,89623,310767,158221
4320,379681,89692,311005,158368
4321,379808,89717,311107,158418
4322,379815,89719,311113,158421
4323,379816,89720,311115,158421
4324,379847,89728,311148,158427
4325,380178,89812,311387,158603
4326,380443,89867,311606,158704
4327,380448,89868,311608,158708
4328,380593,89908,311730,158771
4329,380594,89908,311730,158772
4330,380716,89944,311831,158829
4331,380857,89966,311932,158891
4332,381138,90034,312167,159005
4333,381176,90049,312219,159006
4334,381217,90058,312261,159014
4335,381218,90059,312261,159016
4336,381261,90064,312301,159024
4337,381270,90066,312302,159034
4338,381468,90114,312465,159117
4339,381482,90118,312475,159125
4340,381530,90123,312525,159128
4341,381837,90193,312755,159275
4342,381883,90209,312812,159280
4343,381921,90215,312842,159294
4344,381947,90222,312866,159303
4345,382240,90295,313101,159434
4346,382567,90376,313364,159579
4347,382686,90406,313461,159631
4348,382841,90451,313583,159709
4349,382843,90451,313583,159711
4350,382888,90464,313617,159735
4351,382960,90487,313673,159774
4352,382975,90491,313678,159788
4353,382980,90491,313680,159791
4354,383119,90524,313777,159866
4355,383414,90596,314009,160001
4356,383415,90596,314009,160002
4357,383674,90649,314198,160125
4358,383678,90650,314202,160126
4359,383683,90652,314206,160129
4360,383734,90668,314264,160138
4361,383742,90672,314267,160147
4362,383754,90674,314278,160150
4363,384091,90762,314540,160313
4364,384216,90791,314634,160373
4365,384412,90850,314784,160478
4366,384427,90851,314793,160485
4367,384461,90857,314826,160492
4368,384476,90859,314837,160498
4369,384735,90926,315038,160623
4370,384871,90955,315133,160693
4371,384871,90955,315133,160693
4372,384951,90972,315205,160718
4373,385134,91021,315354,160801
4374,385158,91026,315382,160802
4375,385469,91100,315617,160952
4376,385483,91109,315631,160961
4377,385489,91110,315636,160963
4378,385795,91185,315891,161089
4379,385799,91187,315892,161094
4380,385799,91187,315892,161094
4381,385933,91227,316004,161156
4382,385944,91229,316011,161162
4383,386161,91271,316176,161256
4384,386220,91281,316240,161261
4385,386228,91282,316247,161263
4386,386264,91289,316279,161274
4387,386422,91328,316405,161345
4388,386460,91343,316457,161346
4389,386809,91429,316726,161512
4390,386810,91429,316726,161513
4391,386818,91431,316728,161521
4392,386851,91438,316762,161527
4393,386875,91440,316773,161542
4394,386875,91440,316773,161542
4395,387053,91476,316905,161624
4396,387054,91476,316906,161624
4397,387115,91489,316974,161630
4398,387350,91543,317167,161726
4399,387387,91552,317202,161737
4400,387448,91561,317261,161748
4401,387451,91564,317261,161754
4402,387489,91571,317302,161758
4403,387513,91575,317312,161776
4404,387862,91655,317583,161934
4405,387914,91672,317641,161945
4406,387929,91673,317652,161950
4407,388083,91714,317781,162016
4408,388271,91762,317928,162105
4409,388278,91766,317935,162109
4410,388294,91768,317948,162114
4411,388348,91776,318009,162115
4412,388476,91805,318098,162183
4413,388763,91878,318316,162325
4414,388778,91881,318327,162332
4415,388805,91886,318355,162336
4416,388807,91887,318355,162339
4417,388810,91888,318355,162343
4418,388812,91888,318355,162345
4419,388817,91889,318355,162351
4420,389064,91960,318570,162454
4421,389074,91962,318576,162460
4422,389079,91963,318578,162464
4423,389101,91971,318586,162486
4424,389148,91976,318635,162489
4425,389176,91979,318651,162504
4426,389180,91979,318651,162508
4427,389285,92003,318744,162544
4428,389444,92041,318861,162624
4429,389451,92043,318863,162631
4430,389499,92047,318911,162635
4431,389532,92054,318945,162641
4432,389568,92061,318974,162655
4433,389585,92064,318982,162667
4434,389611,92073,318997,162687
4435,389633,92084,319013,162704
4436,389655,92088,319039,162704
4437,389861,92143,319198,162806
4438,390216,92224,319471,162969
4439,390456,92292,319652,163096
4440,390475,92299,319659,163115
4441,390519,92314,319712,163121
4442,390867,92400,319968,163299
4443,390882,92402,319981,163303
4444,390917,92409,320016,163310
4445,390935,92412,320030,163317
4446,390946,92416,320032,163330
4447,391014,92433,320082,163365
4448,391018,92436,320087,163367
4449,391064,92444,320136,163372
4450,391189,92460,320260,163389
4451,391196,92461,320265,163392
4452,391208,92463,320277,163394
4453,391216,92466,320282,163400
4454,391353,92518,320386,163485
4455,391371,92523,320396,163498
4456,391515,92571,320517,163569
4457,391515,92571,320517,163569
4458,391551,92580,320555,163576
4459,391608,92590,320618,163580
4460,391690,92602,320689,163603
4461,391703,92604,320697,163610
4462,391750,92612,320752,163610
4463,391764,92613,320762,163615
4464,391819,92632,320816,163635
4465,392018,92683,320984,163717
4466,392187,92730,321116,163801
4467,392212,92735,321145,163802
4468,392218,92735,321148,163805
4469,392223,92740,321149,163814
4470,392486,92803,321364,163925
4471,392492,92806,321367,163931
4472,392629,92862,321476,164015
4473,392676,92873,321533,164016
4474,392981,92959,321766,164174
4475,393028,92964,321784,164208
4476,393271,93017,321972,164316
4477,393393,93063,322070,164386
4478,393493,93087,322188,164392
4479,393531,93092,322216,164407
4480,393883,93187,322488,164582
4481,393910,93194,322508,164596
4482,393916,93199,322514,164601
4483,394279,93287,322789,164777
4484,394316,93295,322827,164784
4485,394491,93341,322961,164871
4486,394509,93352,322973,164888
4487,394732,93416,323153,164995
4488,394745,93419,323157,165007
4489,394985,93488,323343,165130
4490,394989,93489,323346,165132
4491,395060,93500,323415,165145
4492,395407,93585,323679,165313
4493,395418,93590,323687,165321
4494,395426,93593,323688,165331
4495,395438,93598,323696,165340
4496,395509,93611,323741,165379
4497,395519,93611,323748,165382
4498,395633,93626,323870,165389
4499,395689,93636,323932,165393
4500,395735,93644,323986,165393
4501,395751,93650,324001,165400
4502,395908,93691,324126,165473
4503,395926,93695,324133,165488
4504,396086,93740,324254,165572
4505,396098,93744,324265,165577
4506,396148,93749,324316,165581
4507,396330,93798,324457,165671
4508,396356,93804,324486,165674
4509,396388,93810,324517,165681
4510,396435,93820,324573,165682
4511,396526,93842,324649,165719
4512,396564,93856,324700,165720
4513,396565,93856,324701,165720
4514,396592,93863,324731,165724
4515,396649,93872,324793,165728
4516,396898,93944,324976,165866
4517,396920,93948,324980,165888
4518,396930,93954,324987,165897
4519,396961,93962,325012,165911
4520,396977,93965,325023,165919
4521,397005,93971,325052,165924
4522,397015,93972,325057,165930
4523,397099,93987,325128,165958
4524,397272,94023,325255,166040
4525,397617,94099,325519,166197
4526,397677,94109,325584,166202
4527,397870,94155,325735,166290
4528,397907,94164,325774,166297
4529,397980,94173,325847,166306
4530,397985,94175,325851,166309
4531,398001,94176,325865,166312
4532,398013,94181,325871,166323
4533,398096,94199,325962,166333
4534,398102,94202,325967,166337
4535,398157,94210,326028,166339
4536,398357,94266,326182,166441
4537,398398,94277,326225,166450
4538,398427,94283,326255,166455
4539,398427,94283,326255,166455
4540,398461,94289,326290,166460
4541,398618,94322,326420,166520
4542,398618,94322,326420,166520
4543,398632,94328,326425,166535
4544,398869,94380,326613,166636
4545,398882,94385,326615,166652
4546,398884,94386,326617,166653
4547,398895,94388,326619,166664
4548,398922,94394,326648,166668
4549,398930,94397,326657,166670
4550,399230,94475,326881,166824
4551,399261,94483,326895,166849
4552,399272,94484,326903,166853
4553,399303,94491,326936,166858
4554,399319,94493,326942,166870
4555,399464,94529,327067,166926
4556,399539,94539,327133,166945
4557,399775,94605,327315,167065
4558,399832,94611,327353,167090
4559,399835,94612,327357,167090
4560,399835,94612,327357,167090
4561,400169,94685,327598,167256
4562,400314,94727,327721,167320
4563,400422,94751,327806,167367
4564,400504,94770,327880,167394
4565,400822,94833,328110,167545
4566,400851,94835,328131,167555
4567,400854,94837,328134,167557
4568,401198,94923,328397,167724
4569,401390,94964,328544,167810
4570,401676,95025,328753,167948
4571,401990,95110,328992,168108
4572,402064,95126,329044,168146
4573,402079,95133,329057,168155
4574,402200,95156,329137,168219
4575,402200,95156,329137,168219
4576,402345,95199,329261,168283
4577,402346,95199,329262,168283
4578,402437,95209,329343,168303
4579,402485,95220,329381,168324
4580,402526,95230,329419,168337
4581,402737,95280,329576,168441
4582,402872,95311,329673,168510
4583,402881,95316,329674,168523
4584,403101,95368,329835,168634
4585,403173,95378,329901,168650
4586,403196,95382,329921,168657
4587,403196,95383,329921,168658
4588,403248,95398,329981,168665
4589,403300,95403,330032,168671
4590,403316,95405,330033,168688
4591,403330,95411,330038,168703
4592,403364,95421,330082,168703
4593,403410,95425,330128,168707
4594,403442,95433,330162,168713
4595,403442,95433,330162,168713
4596,403585,95475,330264,168796
4597,403591,95476,330266,168801
4598,403632,95486,330308,168810
4599,403638,95487,330310,168815
4600,403688,95492,330361,168819
4601,403744,95503,330410,168837
4602,403792,95514,330467,168839
4603,403800,95516,330470,168846
4604,404137,95604,330742,168999
4605,404146,95609,330745,169010
4606,404155,95610,330754,169011
4607,404169,95614,330759,169024
4608,404361,95661,330902,169120
4609,404380,95666,330911,169135
4610,404733,95754,331192,169295
4611,404743,95756,331198,169301
4612,405027,95816,331408,169435
4613,405152,95845,331495,169502
4614,405286,95879,331631,169534
4615,405523,95931,331819,169635
4616,405582,95952,331878,169656
4617,405598,95957,331888,169667
4618,405697,95976,331949,169724
4619,405723,95982,331976,169729
4620,405724,95982,331976,169730
4621,405886,96017,332099,169804
4622,405930,96026,332151,169805
4623,406251,96101,332392,169960
4624,406257,96105,332395,169967
4625,406503,96163,332594,170072
4626,406554,96176,332655,170075
4627,406603,96187,332713,170077
4628,406681,96214,332780,170115
4629,406686,96216,332782,170120
4630,406735,96220,332830,170125
4631,407084,96295,333096,170283
4632,407207,96320,333189,170338
4633,407227,96320,333194,170353
4634,407276,96331,333252,170355
4635,407526,96384,333446,170464
4636,407605,96395,333515,170485
4637,407633,96401,333544,170490
4638,407675,96412,333588,170499
4639,407728,96429,333641,170516
4640,407786,96443,333704,170525
4641,407822,96450,333740,170532
4642,407823,96450,333740,170533
4643,407838,96458,333748,170548
4644,407848,96459,333757,170550
4645,407872,96466,333774,170564
4646,407883,96470,333783,170570
4647,407921,96477,333818,170580
4648,408172,96538,334017,170693
4649,408176,96541,334018,170699
4650,408314,96574,334121,170767
4651,408510,96631,334278,170863
4652,408513,96631,334281,170863
4653,408642,96671,334383,170930
4654,408706,96693,334438,170961
4655,408717,96694,334442,170969
4656,408731,96699,334444,170986
4657,408743,96702,334454,170991
4658,408744,96702,334454,170992
4659,408775,96707,334474,171008
4660,409040,96766,334676,171130
4661,409201,96801,334803,171199
4662,409232,96809,334836,171205
4663,409256,96813,334864,171205
4664,409329,96839,334922,171246
4665,409496,96881,335046,171331
4666,409501,96881,335049,171333
4667,409607,96894,335151,171350
4668,409667,96904,335215,171356
4669,409707,96910,335249,171368
4670,409872,96952,335373,171451
4671,409875,96952,335374,171453
4672,410030,96988,335497,171521
4673,410092,97001,335567,171526
4674,410185,97016,335660,171541
4675,410191,97017,335665,171543
4676,410193,97017,335665,171545
4677,410264,97027,335730,171561
4678,410305,97037,335767,171575
4679,410617,97109,336021,171705
4680,410627,97111,336024,171714
4681,410631,97113,336028,171716
4682,410681,97118,336079,171720
4683,410689,97122,336084,171727
4684,410704,97124,336090,171738
4685,410715,97126,336099,171742
4686,410741,97133,336124,171750
4687,410777,97147,336173,171751
4688,410828,97153,336225,171756
4689,410932,97174,336300,171806
4690,410933,97175,336302,171806
4691,411139,97220,336466,171893
4692,411274,97251,336565,171960
4693,411298,97257,336593,171962
4694,411300,97257,336594,171963
4695,411586,97331,336804,172113
4696,411607,97334,336819,172122
4697,411775,97377,336946,172206
4698,412098,97469,337209,172358
4699,412301,97522,337373,172450
4700,412624,97616,337611,172629
4701,412950,97680,337849,172781
4702,413098,97716,337962,172852
4703,413210,97738,338091,172857
4704,413271,97754,338156,172869
4705,413311,97759,338177,172893
4706,413313,97759,338179,172893
4707,413665,97848,338441,173072
4708,413684,97859,338460,173083
4709,413744,97875,338519,173100
4710,413793,97882,338573,173102
4711,413793,97882,338573,173102
4712,413808,97884,338584,173108
4713,413821,97887,338590,173118
4714,413839,97888,338594,173133
4715,414009,97918,338727,173200
4716,414112,97942,338832,173222
4717,414114,97943,338835,173222
4718,414262,97980,338946,173296
4719,414301,97994,338998,173297
4720,414336,98000,339038,173298
4721,414351,98006,339050,173307
4722,414382,98020,339078,173324
4723,414468,98053,339166,173355
4724,414508,98062,339202,173368
4725,414511,98062,339204,173369
4726,414553,98072,339241,173384
4727,414605,98077,339293,173389
4728,414616,98079,339302,173393
4729,414645,98085,339333,173397
4730,414667,98088,339341,173414
4731,414943,98146,339549,173540
4732,414964,98156,339566,173554
4733,415016,98164,339625,173555
4734,415039,98166,339639,173566
4735,415056,98170,339650,173576
4736,415072,98174,339653,173593
4737,415270,98223,339810,173683
4738,415278,98226,339814,173690
4739,415320,98230,339857,173693
4740,415323,98231,339858,173696
4741,415364,98240,339895,173709
4742,415368,98240,339899,173709
4743,415411,98254,339933,173732
4744,415417,98255,339933,173739
4745,415432,98255,339943,173744
4746,415433,98257,339943,173747
4747,415487,98268,339992,173763
4748,415487,98268,339992,173763
4749,415541,98276,340053,173764
4750,415542,98277,340054,173765
4751,415589,98285,340109,173765
4752,415591,98285,340109,173767
4753,415855,98351,340307,173899
4754,416149,98414,340532,174031
4755,416170,98417,340551,174036
4756,416195,98423,340580,174038
4757,416253,98437,340650,174040
4758,416301,98444,340704,174041
4759,416362,98455,340768,174049
4760,416386,98457,340794,174049
4761,416466,98472,340871,174067
4762,416466,98472,340871,174067
4763,416470,98473,340872,174071
4764,416545,98489,340951,174083
4765,416589,98494,340982,174101
4766,416629,98504,341016,174117
4767,416648,98509,341024,174133
4768,416655,98513,341026,174142
4769,416817,98555,341153,174219
4770,416822,98555,341156,174221
4771,416875,98563,341216,174222
4772,417192,98642,341463,174371
4773,417546,98712,341723,174535
4774,417552,98715,341727,174540
4775,417572,98718,341744,174546
4776,417710,98757,341861,174606
4777,417714,98757,341861,174610
4778,417726,98760,341873,174613
4779,417829,98781,341938,174672
4780,417830,98781,341938,174673
4781,417889,98792,341997,174684
4782,417896,98794,342000,174690
4783,417935,98800,342020,174715
4784,417978,98808,342063,174723
4785,418037,98827,342119,174745
4786,418064,98829,342132,174761
4787,418244,98870,342281,174833
4788,418392,98906,342384,174914
4789,418436,98912,342422,174926
4790,418586,98967,342536,175017
4791,418603,98972,342541,175034
4792,418800,99026,342711,175115
4793,418849,99033,342756,175126
4794,419181,99115,343024,175272
4795,419256,99127,343093,175290
4796,419447,99166,343233,175380
4797,419472,99172,343260,175384
4798,419515,99179,343296,175398
4799,419665,99212,343415,175462
4800,419668,99214,343416,175466
4801,419885,99264,343589,175560
4802,419907,99271,343599,175579
4803,419958,99287,343658,175587
4804,419976,99290,343668,175598
4805,420098,99305,343790,175613
4806,420385,99378,344005,175758
4807,420431,99386,344058,175759
4808,420609,99420,344219,175810
4809,420657,99429,344258,175828
4810,420783,99466,344351,175898
4811,420821,99473,344394,175900
4812,421058,99535,344585,176008
4813,421085,99537,344604,176018
4814,421122,99550,344653,176019
4815,421174,99558,344689,176043
4816,421211,99566,344723,176054
4817,421212,99566,344723,176055
4818,421215,99567,344725,176057
4819,421307,99576,344796,176087
4820,421313,99576,344799,176090
4821,421313,99576,344799,176090
4822,421350,99591,344850,176091
4823,421620,99656,345056,176220
4824,421943,99736,345310,176369
4825,421973,99742,345337,176378
4826,421985,99744,345343,176386
4827,422014,99752,345374,176392
4828,422026,99757,345378,176405
4829,422050,99762,345389,176423
4830,422386,99842,345630,176598
4831,422563,99885,345763,176685
4832,422713,99920,345902,176731
4833,422770,99925,345949,176746
4834,422783,99928,345957,176754
4835,422964,99971,346096,176839
4836,423308,100058,346359,177007
4837,423484,100112,346506,177090
4838,423521,100116,346524,177113
4839,423688,100141,346711,177118
4840,423901,100197,346889,177209
4841,424043,100229,347034,177238
4842,424069,100233,347049,177253
4843,424072,100236,347049,177259
4844,424371,100298,347302,177367
4845,424392,100300,347309,177383
4846,424414,100307,347326,177395
4847,424592,100345,347463,177474
4848,424595,100348,347465,177478
4849,424930,100438,347722,177646
4850,424979,100448,347774,177653
4851,425053,100461,347826,177688
4852,425407,100541,348097,177851
4853,425454,100549,348152,177851
4854,425511,100566,348192,177885
4855,425517,100566,348194,177889
4856,425523,100570,348198,177895
4857,425559,100584,348247,177896
4858,425570,100587,348252,177905
4859,425700,100617,348365,177952
4860,425707,100618,348372,177953
4861,425753,100626,348426,177953
4862,425929,100686,348561,178054
4863,426120,100735,348712,178143
4864,426129,100736,348715,178150
4865,426332,100789,348869,178252
4866,426404,100799,348932,178271
4867,426405,100799,348933,178271
4868,426433,100804,348950,178287
4869,426458,100810,348979,178289
