user,total_pos_rating,total_neg_rating,total_pos_pur,total_neg_pur
1003,89979,21344,73293,38030
1004,90127,21374,73402,38099
1005,90155,21382,73412,38125
1006,90159,21384,73418,38125
1007,90226,21401,73492,38135
1008,90276,21405,73542,38139
1009,90307,21414,73573,38148
1010,90610,21482,73808,38284
1011,90801,21530,73953,38378
1012,90834,21538,73979,38393
1013,90844,21540,73985,38399
1014,90853,21545,73989,38409
1015,90872,21547,74003,38416
1016,90908,21551,74036,38423
1017,90930,21553,74042,38441
1018,90937,21554,74044,38447
1019,90962,21561,74066,38457
1020,91120,21593,74200,38513
1021,91340,21643,74387,38596
1022,91646,21717,74624,38739
1023,91734,21734,74681,38787
1024,91834,21753,74762,38825
1025,91881,21761,74817,38825
1026,91934,21770,74874,38830
1027,91981,21775,74922,38834
1028,92000,21777,74941,38836
1029,92007,21780,74946,38841
1030,92326,21851,75178,38999
1031,92361,21859,75207,39013
1032,92404,21866,75257,39013
1033,92469,21879,75304,39044
1034,92505,21887,75339,39053
1035,92518,21888,75352,39054
1036,92545,21895,75373,39067
1037,92554,21895,75378,39071
1038,92563,21896,75387,39072
1039,92650,21909,75477,39082
1040,92706,21916,75515,39107
1041,92743,21931,75566,39108
1042,92750,21933,75568,39115
1043,92761,21935,75576,39120
1044,92806,21939,75621,39124
1045,92853,21950,75678,39125
1046,92863,21952,75687,39128
1047,92890,21957,75711,39136
1048,92981,21982,75770,39193
1049,93163,22025,75908,39280
1050,93166,22025,75909,39282
1051,93308,22073,76009,39372
1052,93315,22076,76014,39377
1053,93323,22082,76018,39387
1054,93367,22088,76059,39396
1055,93385,22090,76064,39411
1056,93432,22095,76113,39414
1057,93433,22095,76113,39415
1058,93607,22136,76247,39496
1059,93621,22141,76249,39513
1060,93866,22209,76432,39643
1061,93921,22219,76495,39645
1062,93924,22221,76498,39647
1063,93940,22223,76512,39651
1064,93959,22225,76520,39664
1065,94110,22265,76642,39733
1066,94445,22358,76910,39893
1067,94544,22378,77011,39911
1068,94741,22434,77173,40002
1069,94771,22442,77208,40005
1070,94804,22448,77239,40013
1071,94861,22463,77288,40036
1072,94885,22465,77298,40052
1073,95215,22550,77564,40201
1074,95224,22552,77565,40211
1075,95246,22562,77574,40234
1076,95416,22601,77713,40304
1077,95450,22609,77745,40314
1078,95495,22620,77800,40315
1079,95509,22625,77813,40321
1080,95651,22654,77916,40389
1081,95720,22670,77962,40428
1082,95859,22726,78072,40513
1083,95868,22729,78082,40515
1084,96006,22778,78186,40598
1085,96312,22854,78421,40745
1086,96328,22859,78434,40753
1087,96668,22949,78706,40911
1088,96715,22963,78753,40925
1089,96816,22992,78834,40974
1090,96966,23019,78956,41029
1091,97008,23031,78991,41048
1092,97038,23037,79022,41053
1093,97314,23110,79245,41179
1094,97423,23123,79349,41197
1095,97721,23189,79593,41317
1096,97729,23190,79598,41321
1097,97757,23197,79625,41329
1098,97953,23245,79789,41409
1099,97986,23249,79814,41421
1100,98001,23252,79830,41423
1101,98021,23258,79844,41435
1102,98041,23263,79853,41451
1103,98042,23263,79853,41452
1104,98045,23263,79854,41454
1105,98083,23277,79905,41455
1106,98425,23357,80175,41607
1107,98446,23363,80193,41616
1108,98540,23375,80288,41627
1109,98580,23389,80341,41628
1110,98595,23393,80353,41635
1111,98596,23393,80354,41635
1112,98946,23484,80617,41813
1113,98964,23489,80626,41827
1114,99084,23523,80727,41880
1115,99144,23539,80769,41914
1116,99310,23579,80946,41943
1117,99327,23587,80963,41951
1118,99375,23595,81019,41951
1119,99718,23685,81280,42123
1120,99749,23694,81315,42128
1121,99886,23713,81446,42153
1122,99946,23722,81506,42162
1123,99973,23727,81513,42187
1124,99980,23730,81521,42189
1125,99980,23730,81521,42189
1126,99982,23730,81522,42190
1127,100074,23739,81607,42206
1128,100219,23769,81714,42274
1129,100445,23810,81894,42361
1130,100458,23816,81899,42375
1131,100459,23816,81899,42376
1132,100762,23886,82137,42511
1133,100780,23892,82155,42517
1134,100984,23945,82307,42622
1135,100985,23946,82308,42623
1136,100985,23947,82308,42624
1137,101064,23958,82378,42644
1138,101073,23959,82386,42646
1139,101088,23960,82389,42659
1140,101124,23968,82412,42680
1141,101209,23987,82493,42703
1142,101294,24009,82560,42743
1143,101319,24014,82572,42761
1144,101621,24077,82809,42889
1145,101666,24084,82859,42891
1146,101667,24084,82859,42892
1147,101729,24094,82924,42899
1148,101804,24105,82970,42939
1149,101966,24141,83096,43011
1150,102147,24187,83235,43099
1151,102446,24259,83457,43248
1152,102473,24261,83477,43257
1153,102538,24269,83537,43270
1154,102625,24283,83618,43290
1155,102638,24286,83627,43297
1156,102653,24289,83640,43302
1157,102657,24289,83644,43302
1158,102700,24295,83675,43320
1159,102709,24298,83684,43323
1160,102850,24339,83798,43391
1161,102927,24351,83867,43411
1162,102957,24358,83897,43418
1163,102998,24363,83933,43428
1164,103005,24366,83934,43437
1165,103052,24374,83974,43452
1166,103091,24382,84015,43458
1167,103420,24456,84261,43615
1168,103436,24457,84271,43622
1169,103440,24457,84273,43624
1170,103755,24545,84520,43780
1171,103884,24568,84610,43842
1172,103917,24575,84644,43848
1173,104080,24614,84773,43921
1174,104172,24626,84856,43942
1175,104221,24639,84915,43945
1176,104252,24646,84947,43951
1177,104279,24648,84964,43963
1178,104294,24651,84974,43971
1179,104302,24655,84976,43981
1180,104330,24662,85005,43987
1181,104360,24668,85028,44000
1182,104637,24735,85224,44148
1183,104684,24746,85281,44149
1184,104700,24750,85284,44166
1185,104701,24750,85285,44166
1186,104883,24791,85428,44246
1187,104885,24792,85429,44248
1188,104887,24792,85429,44250
1189,104915,24805,85445,44275
1190,104918,24805,85447,44276
1191,104942,24810,85466,44286
1192,104985,24813,85510,44288
1193,105305,24877,85736,44446
1194,105626,24962,85970,44618
1195,105665,24970,86011,44624
1196,105689,24975,86040,44624
1197,105691,24976,86041,44626
1198,105832,25026,86158,44700
1199,105957,25052,86259,44750
1200,106307,25138,86532,44913
1201,106553,25187,86722,45018
1202,106593,25196,86758,45031
1203,106593,25196,86758,45031
1204,106644,25211,86804,45051
1205,106710,25221,86845,45086
1206,106758,25232,86903,45087
1207,106819,25249,86960,45108
1208,106829,25252,86971,45110
1209,106865,25261,86996,45130
1210,106895,25267,87016,45146
1211,106984,25284,87072,45196
1212,106990,25286,87077,45199
1213,107201,25331,87256,45276
1214,107224,25341,87267,45298
1215,107250,25347,87284,45313
1216,107276,25354,87313,45317
1217,107533,25415,87504,45444
1218,107856,25499,87749,45606
1219,108059,25554,87920,45693
1220,108181,25577,88010,45748
1221,108276,25598,88123,45751
1222,108361,25611,88195,45777
1223,108410,25617,88245,45782
1224,108736,25705,88508,45933
1225,108742,25706,88511,45937
1226,108747,25706,88513,45940
1227,108803,25715,88574,45944
1228,108810,25716,88577,45949
1229,108838,25719,88591,45966
1230,108852,25721,88599,45974
1231,108853,25721,88599,45975
1232,108896,25734,88642,45988
1233,109006,25751,88741,46016
1234,109055,25762,88799,46018
1235,109164,25777,88911,46030
1236,109196,25785,88944,46037
1237,109276,25807,89029,46054
1238,109417,25837,89128,46126
1239,109735,25935,89384,46286
1240,109760,25941,89407,46294
1241,109820,25955,89462,46313
1242,110069,26010,89661,46418
1243,110092,26013,89665,46440
1244,110413,26082,89903,46592
1245,110461,26093,89960,46594
1246,110464,26094,89962,46596
1247,110484,26101,89971,46614
1248,110777,26167,90198,46746
1249,110927,26200,90308,46819
1250,111075,26234,90444,46865
1251,111095,26238,90453,46880
1252,111140,26249,90488,46901
1253,111334,26299,90648,46985
1254,111341,26301,90656,46986
1255,111390,26307,90698,46999
1256,111411,26308,90715,47004
1257,111537,26336,90813,47060
1258,111653,26371,90903,47121
1259,111695,26380,90936,47139
1260,111853,26418,91118,47153
1261,112088,26463,91294,47257
1262,112098,26464,91299,47263
1263,112114,26466,91311,47269
1264,112208,26481,91398,47291
1265,112220,26483,91401,47302
1266,112242,26490,91416,47316
1267,112268,26496,91429,47335
1268,112294,26504,91443,47355
1269,112341,26510,91492,47359
1270,112655,26595,91731,47519
1271,112657,26598,91733,47522
1272,112692,26600,91763,47529
1273,112841,26644,91889,47596
1274,112891,26648,91939,47600
1275,112906,26650,91951,47605
1276,112960,26662,92001,47621
1277,113225,26730,92206,47749
1278,113409,26784,92362,47831
1279,113654,26833,92550,47937
1280,113796,26889,92661,48024
1281,113822,26895,92678,48039
1282,113864,26902,92725,48041
1283,113871,26904,92731,48044
1284,114139,26962,92917,48184
1285,114302,26995,93054,48243
1286,114311,26995,93058,48248
1287,114337,26999,93085,48251
1288,114369,27006,93111,48264
1289,114420,27022,93169,48273
1290,114449,27024,93190,48283
1291,114499,27030,93242,48287
1292,114809,27108,93490,48427
1293,114943,27127,93623,48447
1294,115121,27169,93764,48526
1295,115148,27179,93799,48528
1296,115198,27191,93858,48531
1297,115387,27237,94002,48622
1298,115517,27270,94109,48678
1299,115599,27285,94163,48721
1300,115605,27289,94165,48729
1301,115942,27373,94432,48883
1302,115972,27381,94464,48889
1303,116141,27424,94585,48980
1304,116164,27430,94604,48990
1305,116213,27438,94658,48993
1306,116216,27439,94660,48995
1307,116534,27525,94901,49158
1308,116710,27566,95039,49237
1309,116755,27573,95081,49247
1310,116759,27573,95083,49249
1311,116772,27577,95094,49255
1312,116802,27584,95126,49260
1313,116816,27588,95134,49270
1314,116825,27590,95138,49277
1315,116870,27603,95168,49305
1316,116919,27608,95218,49309
1317,117009,27626,95275,49360
1318,117067,27640,95313,49394
1319,117133,27652,95374,49411
1320,117139,27655,95381,49413
1321,117358,27712,95557,49513
1322,117478,27738,95643,49573
1323,117580,27766,95718,49628
1324,117637,27774,95769,49642
1325,117774,27805,95875,49704
1326,117806,27812,95908,49710
1327,117876,27832,95974,49734
1328,117932,27841,96030,49743
1329,117974,27850,96073,49751
1330,118039,27860,96122,49777
1331,118075,27870,96153,49792
1332,118230,27915,96323,49822
1333,118373,27944,96428,49889
1334,118375,27944,96430,49889
1335,118425,27955,96490,49890
1336,118428,27957,96490,49895
1337,118675,28009,96684,50000
1338,118711,28023,96733,50001
1339,118987,28099,96986,50100
1340,118994,28100,96988,50106
1341,118994,28100,96988,50106
1342,119001,28103,96991,50113
1343,119009,28105,96998,50116
1344,119039,28116,97011,50144
1345,119121,28137,97084,50174
1346,119167,28148,97139,50176
1347,119192,28155,97168,50179
1348,119228,28164,97206,50186
1349,119568,28250,97471,50347
1350,119568,28250,97471,50347
1351,119871,28326,97702,50495
1352,120076,28366,97861,50581
1353,120153,28378,97928,50603
1354,120196,28390,97974,50612
1355,120203,28396,97977,50622
1356,120259,28406,98035,50630
1357,120403,28448,98164,50687
1358,120471,28460,98220,50711
1359,120475,28462,98222,50715
1360,120815,28538,98490,50863
1361,120831,28542,98500,50873
1362,120986,28587,98630,50943
1363,121163,28634,98769,51028
1364,121338,28686,98910,51114
1365,121381,28692,98953,51120
1366,121435,28711,99003,51143
1367,121522,28732,99059,51195
1368,121576,28740,99115,51201
1369,121751,28791,99250,51292
1370,121793,28799,99291,51301
1371,121804,28803,99303,51304
1372,121893,28825,99383,51335
1373,121922,28831,99413,51340
1374,122014,28849,99477,51386
1375,122080,28861,99526,51415
1376,122109,28865,99543,51431
1377,122109,28865,99543,51431
1378,122419,28944,99776,51587
1379,122540,28972,99862,51650
1380,122565,28978,99891,51652
1381,122827,29029,100095,51761
1382,122895,29049,100154,51790
1383,122939,29059,100192,51806
1384,123295,29140,100464,51971
1385,123356,29158,100503,52011
1386,123406,29163,100554,52015
1387,123647,29217,100746,52118
1388,123896,29272,100939,52229
1389,123964,29282,101004,52242
1390,123999,29289,101026,52262
1391,124093,29312,101117,52288
1392,124102,29315,101123,52294
1393,124126,29320,101150,52296
1394,124158,29330,101192,52296
1395,124181,29334,101218,52297
1396,124228,29342,101273,52297
1397,124269,29352,101303,52318
1398,124285,29354,101312,52327
1399,124465,29398,101449,52414
1400,124604,29428,101565,52467
1401,124936,29510,101829,52617
1402,125173,29560,102007,52726
1403,125219,29566,102047,52738
1404,125269,29574,102105,52738
1405,125283,29577,102118,52742
1406,125323,29589,102132,52780
1407,125415,29605,102232,52788
1408,125439,29611,102242,52808
1409,125763,29692,102481,52974
1410,125786,29696,102496,52986
1411,125807,29700,102521,52986
1412,125857,29705,102572,52990
1413,125898,29721,102627,52992
1414,125907,29724,102632,52999
1415,126027,29747,102757,53017
1416,126059,29751,102776,53034
1417,126165,29762,102873,53054
1418,126228,29771,102934,53065
1419,126238,29772,102944,53066
1420,126248,29776,102948,53076
1421,126255,29783,102950,53088
1422,126262,29784,102957,53089
1423,126321,29792,103017,53096
1424,126324,29797,103023,53098
1425,126336,29800,103031,53105
1426,126410,29817,103081,53146
1427,126467,29829,103136,53160
1428,126515,29837,103191,53161
1429,126534,29842,103202,53174
1430,126618,29859,103257,53220
1431,126746,29889,103351,53284
1432,126877,29925,103452,53350
1433,127020,29955,103556,53419
1434,127084,29971,103623,53432
1435,127208,29997,103707,53498
1436,127393,30047,103836,53604
1437,127696,30125,104072,53749
1438,127908,30177,104243,53842
1439,127918,30179,104250,53847
1440,128202,30247,104468,53981
1441,128343,30274,104570,54047
1442,128400,30282,104627,54055
1443,128705,30361,104874,54192
1444,128712,30364,104875,54201
1445,128941,30420,105048,54313
1446,128948,30420,105050,54318
1447,129063,30443,105143,54363
1448,129110,30450,105177,54383
1449,129210,30477,105281,54406
1450,129268,30497,105349,54416
1451,129323,30509,105398,54434
1452,129614,30591,105640,54565
1453,129642,30596,105660,54578
1454,129754,30615,105763,54606
1455,129848,30631,105844,54635
1456,130004,30669,105973,54700
1457,130054,30682,106033,54703
1458,130088,30693,106060,54721
1459,130373,30768,106288,54853
1460,130639,30836,106486,54989
1461,130954,30924,106745,55133
1462,130960,30924,106750,55134
1463,130973,30925,106753,55145
1464,131137,30963,106880,55220
1465,131185,30978,106929,55234
1466,131403,31032,107093,55342
1467,131423,31037,107108,55352
1468,131437,31038,107118,55357
1469,131756,31125,107369,55512
1470,131770,31133,107374,55529
1471,131782,31136,107376,55542
1472,132100,31208,107624,55684
1473,132152,31215,107683,55684
1474,132169,31219,107697,55691
1475,132447,31266,107900,55813
1476,132496,31273,107956,55813
1477,132523,31279,107985,55817
1478,132648,31300,108114,55834
1479,132658,31301,108120,55839
1480,132662,31301,108124,55839
1481,132982,31376,108361,55997
1482,132997,31383,108372,56008
1483,133053,31387,108416,56024
1484,133100,31400,108456,56044
1485,133439,31481,108714,56206
1486,133756,31548,108950,56354
1487,133770,31554,108955,56369
1488,133979,31603,109115,56467
1489,134006,31609,109144,56471
1490,134224,31674,109315,56583
1491,134306,31688,109370,56624
1492,134353,31697,109421,56629
1493,134370,31698,109436,56632
1494,134443,31709,109502,56650
1495,134482,31716,109543,56655
1496,134533,31721,109595,56659
1497,134544,31722,109600,56666
1498,134570,31735,109621,56684
1499,134740,31787,109753,56774
1500,134905,31828,109874,56859
1501,134907,31828,109874,56861
1502,134917,31829,109876,56870
1503,134946,31835,109904,56877
1504,134949,31835,109904,56880
1505,135097,31867,110049,56915
1506,135225,31896,110137,56984
1507,135231,31899,110141,56989
1508,135231,31900,110142,56989
1509,135267,31910,110182,56995
1510,135471,31964,110334,57101
1511,135489,31969,110344,57114
1512,135647,32008,110478,57177
1513,135831,32056,110637,57250
1514,135847,32059,110642,57264
1515,135899,32066,110691,57274
1516,135918,32075,110700,57293
1517,135928,32076,110702,57302
1518,136106,32123,110844,57385
1519,136113,32125,110849,57389
1520,136121,32127,110851,57397
1521,136452,32200,111107,57545
1522,136476,32205,111135,57546
1523,136552,32217,111210,57559
1524,136604,32235,111254,57585
1525,136611,32237,111259,57589
1526,136629,32243,111273,57599
1527,136644,32244,111286,57602
1528,136650,32244,111292,57602
1529,136655,32247,111296,57606
1530,136983,32336,111567,57752
1531,137143,32393,111691,57845
1532,137480,32478,111956,58002
1533,137563,32495,112040,58018
1534,137613,32505,112098,58020
1535,137659,32517,112153,58023
1536,137677,32521,112172,58026
1537,137684,32523,112178,58029
1538,137720,32527,112200,58047
1539,137781,32548,112258,58071
1540,138090,32616,112501,58205
1541,138218,32642,112587,58273
1542,138547,32726,112854,58419
1543,138549,32726,112854,58421
1544,138809,32774,113100,58483
1545,138865,32782,113162,58485
1546,138906,32791,113189,58508
1547,139034,32821,113296,58559
1548,139092,32830,113356,58566
1549,139377,32891,113575,58693
1550,139677,32968,113811,58834
1551,139686,32972,113820,58838
1552,139715,32980,113851,58844
1553,139862,33019,113961,58920
1554,139921,33028,114015,58934
1555,139967,33032,114062,58937
1556,140011,33049,114118,58942
1557,140016,33049,114118,58947
1558,140063,33057,114173,58947
1559,140066,33057,114173,58950
1560,140091,33062,114200,58953
1561,140114,33069,114207,58976
1562,140115,33069,114208,58976
1563,140197,33094,114294,58997
1564,140223,33098,114301,59020
1565,140258,33112,114350,59020
1566,140559,33187,114580,59166
1567,140589,33195,114612,59172
1568,140613,33207,114620,59200
1569,140634,33213,114630,59217
1570,140647,33221,114636,59232
1571,140697,33236,114680,59253
1572,140700,33236,114680,59256
1573,140717,33247,114696,59268
1574,140880,33294,114829,59345
1575,141086,33339,114989,59436
1576,141225,33368,115109,59484
1577,141285,33378,115174,59489
1578,141295,33383,115187,59491
1579,141309,33385,115190,59504
1580,141323,33390,115201,59512
1581,141566,33438,115384,59620
1582,141594,33444,115414,59624
1583,141651,33457,115473,59635
1584,141738,33484,115546,59676
1585,141861,33517,115644,59734
1586,141869,33520,115650,59739
1587,141915,33528,115704,59739
1588,141955,33532,115739,59748
1589,142091,33563,115871,59783
1590,142370,33623,116095,59898
1591,142371,33624,116096,59899
1592,142415,33632,116134,59913
1593,142416,33633,116136,59913
1594,142779,33726,116431,60074
1595,143091,33810,116665,60236
1596,143183,33832,116776,60239
1597,143520,33902,117032,60390
1598,143527,33904,117038,60393
1599,143848,33982,117301,60529
1600,143848,33982,117301,60529
1601,143866,33988,117312,60542
1602,144014,34026,117431,60609
1603,144025,34030,117432,60623
1604,144074,34035,117482,60627
1605,144266,34083,117632,60717
1606,144305,34091,117663,60733
